"tconst","ordering","nconst","category","job","characters","primaryName","birthYear","deathYear","primaryProfession","knownForTitles"
"tt0611643","6","nm0707220","actor","","[""Sir John Balcombe""]","George Raistrick","1931","1995","actor","tt0211801,tt0075882,tt0106033,tt0076234"
"tt0611643","7","nm0185329","actor","","[""Harry Balcombe""]","Jonathan Coy","1953","","actor","tt0182408,tt0194947,tt11703710,tt15083184"
"tt0611643","8","nm0712738","actor","","[""Alfred Rydale""]","Andrew Ray","1939","2003","actor,archive_footage","tt0042757,tt0051204,tt0075592,tt0075555"
"tt0611643","9","nm0557281","actress","","[""Lady Emily Balcombe""]","Anna Massey","1937","2011","actress,archive_footage","tt0054167,tt0068611,tt0361862,tt0278500"
"tt0611643","10","nm0237157","actor","","[""Constable""]","Mark Draper","","","actor","tt0165593,tt0092379,tt0083392,tt0287210"
"tt0611644","1","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","actor,producer,archive_footage","tt0092379,tt0103939,tt0076788,tt0078351"
"tt0611644","2","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","actor,soundtrack,archive_footage","tt0092379,tt0874608,tt0116209,tt0178159"
"tt0611644","3","nm0060766","actor","","[""Bernard Crowther""]","Anthony Bate","1927","2012","actor","tt0083480,tt0080297,tt0092360,tt0246392"
"tt0611644","4","nm0362202","actor","","[""Clive Palmer""]","Terrence Hardiman","1937","2023","actor,archive_footage","tt0083987,tt0077067,tt0106104,tt0108717"
"tt0611644","5","nm0236902","actress","","[""Mrs. Jarman""]","Fabia Drake","1904","1990","actress","tt0091867,tt0098575,tt0050450,tt0303509"
"tt0611644","6","nm0048575","actress","","[""Jennifer Coleby""]","Jill Baker","1952","","actress","tt0465551,tt0401729,tt0138097,tt1441952"
"tt0611644","7","nm0014773","actress","","[""Angie Hartman""]","Holly Aird","1969","","actress,producer,soundtrack","tt0259733,tt0475380,tt0119114,tt0103927"
"tt0611644","8","nm0313264","actor","","[""Peter Newlove""]","Paul Geoffrey","1955","2023","actor,archive_footage","tt0082348,tt0155267,tt0104181,tt0087365"
"tt0611644","9","nm0940885","actor","","[""Max""]","Peter Woodthorpe","1931","2004","actor,archive_footage","tt0077869,tt0110428,tt0060177,tt1618462"
"tt0611644","10","nm0479925","actress","","[""Mary Widdowson""]","Ingrid Lacey","1958","","actress","tt0098781,tt0266391,tt0820333,tt0116621"
"tt0611645","1","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","actor,producer,archive_footage","tt0092379,tt0103939,tt0076788,tt0078351"
"tt0611645","2","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","actor,soundtrack,archive_footage","tt0092379,tt0874608,tt0116209,tt0178159"
"tt0611645","3","nm0568493","actor","","[""Donald Phillipson""]","Peter McEnery","1940","","actor,archive_footage","tt0058371,tt0065700,tt0077304,tt0060408"
"tt0611645","4","nm0078136","actress","","[""Cheryl Baines""]","Suzanne Bertish","1951","","actress,miscellaneous,archive_footage","tt6852178"
"tt0611645","5","nm0396830","actor","","[""George Craven""]","Glyn Houston","1925","2019","actor,archive_footage","tt0424563,tt0045838,tt0296314,tt0498963"
"tt0611645","6","nm0866626","actress","","[""Grace Craven""]","Frances Tomelty","1948","","actress,archive_footage","tt0807980,tt0085279,tt0159090,tt0078699"
"tt0611645","7","nm0940885","actor","","[""Max""]","Peter Woodthorpe","1931","2004","actor,archive_footage","tt0077869,tt0110428,tt0060177,tt1618462"
"tt0611645","8","nm0597074","actress","","[""Sheila Phillipson""]","Fiona Mollison","1954","","actress","tt0077086,tt2555736,tt0105943,tt0098881"
"tt0611645","9","nm0107857","actor","","[""David Acum""]","Philip Bretherton","1955","","actor,archive_footage","tt1837703,tt0105943,tt0053494,tt0302103"
"tt0611645","10","nm0343942","actor","","[""Chief Superintendent Strange""]","James Grout","1927","2012","actor,archive_footage","tt0096656,tt0092379,tt0076990,tt0179060"
"tt0611646","1","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","actor,producer,archive_footage","tt0092379,tt0103939,tt0076788,tt0078351"
"tt0611646","2","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","actor,soundtrack,archive_footage","tt0092379,tt0874608,tt0116209,tt0178159"
"tt0611646","3","nm0628555","actress","","[""Beryl Newsome""]","Madelaine Newton","","","actress","tt0086665,tt0184164,tt0053494,tt0092379"
"tt0611646","4","nm0001519","actor","","[""Hugo De Vries""]","Ian McDiarmid","1944","","actor,archive_footage,archive_sound","tt0121766,tt0120915,tt0086190,tt2527338"
"tt0611646","5","nm0709554","actress","","[""Sandra Machin""]","Celestine Randall","","","actress","tt0110428,tt0166049,tt3856212,tt0820333"
"tt0611646","6","nm0646986","actor","","[""Conductor""]","Roland Oliver","","","actor,archive_footage","tt0840196,tt0203248,tt1166893,tt1642351"
"tt0611646","7","nm0037782","actor","","[""Hall Porter""]","John Arthur","","","actor,archive_footage","tt0068069,tt1582457,tt0977875"
"tt0611646","8","nm0343942","actor","","[""Chief Superintendent Strange""]","James Grout","1927","2012","actor,archive_footage","tt0096656,tt0092379,tt0076990,tt0179060"
"tt0611646","9","nm0437417","actor","","[""Chief Inspector Bottomley""]","Richard Kane","1938","2023","actor,archive_footage,archive_sound","tt0075784,tt0056751,tt0088471,tt0088579"
"tt0611646","10","nm1121232","actor","","[""Officious Constable""]","Steven Elliot","","","actor,producer","tt3814634,tt2131532,tt14260836,tt0302128"
"tt0611647","1","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","actor,producer,archive_footage","tt0092379,tt0103939,tt0076788,tt0078351"
"tt0611647","2","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","actor,soundtrack,archive_footage","tt0092379,tt0874608,tt0116209,tt0178159"
"tt0611647","3","nm0343942","actor","","[""Chief Superintendent Strange""]","James Grout","1927","2012","actor,archive_footage","tt0096656,tt0092379,tt0076990,tt0179060"
"tt0611647","4","nm0642126","actor","","[""Paul Matthews""]","Con O'Neill","1966","","actor,miscellaneous,soundtrack","tt1877830,tt0167260,tt7366338,tt11650226"
"tt0611647","5","nm0030985","actor","","[""Newspaper Editor""]","Philip Anthony","1929","2020","actor","tt0056751,tt0094525,tt0054518,tt0118401"
"tt0611647","6","nm0504136","actor","","[""Barman""]","Kevin Leslie","","","actor","tt0074263,tt0467434,tt0080024,tt0074836"
"tt0611647","7","nm0949303","actor","","[""Farmer in Ute""]","Bill Young","1950","","actor,writer,director","tt0133093,tt0111010,tt0221073,tt0121766"
"tt0611647","8","nm0666442","actress","","[""Karen Harding""]","Vanessa Patterson","","","actress,art_department","tt0092379,tt0086689,tt0115491"
"tt0611647","9","nm0277556","actress","","[""Anne Harding""]","Rhondda Findleton","","","actress","tt0250859,tt0219457,tt1549020,tt0280490"
"tt0611647","10","nm0035814","actress","","[""Sash - Nursing Home Matron""]","Marie Armstrong","1928","2020","actress","tt0111010,tt0101145,tt0092379,tt0094481"
"tt0611648","1","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","actor,producer,archive_footage","tt0092379,tt0103939,tt0076788,tt0078351"
"tt0611648","2","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","actor,soundtrack,archive_footage","tt0092379,tt0874608,tt0116209,tt0178159"
"tt0611648","3","nm0481966","actress","","[""Mrs. Keelan""]","Jenny Laird","1912","2001","actress,writer,archive_footage","tt0039192,tt0031522,tt0056751,tt0061253"
"tt0611648","4","nm0203882","actor","","[""Frederick Redpath""]","Oliver Ford Davies","1939","","actor,archive_footage","tt0120915,tt0121765,tt0274166,tt7322224"
"tt0611648","5","nm0171829","actor","","[""Detective Chief Inspector Patrick Dawson""]","Kenneth Colley","1937","2025","actor,director,writer","tt0080684,tt0083943,tt0086190,tt0079470"
"tt0611648","6","nm0343942","actor","","[""Chief Superintendent Strange""]","James Grout","1927","2012","actor,archive_footage","tt0096656,tt0092379,tt0076990,tt0179060"
"tt0611648","7","nm0124173","actor","","[""Charlie Hillian""]","Maurice Bush","1930","1999","actor,miscellaneous","tt0056751,tt0092379,tt0074409,tt0068424"
"tt0611648","8","nm0068029","actress","","[""Catherine Dawson""]","Ann Bell","1938","","actress","tt0081944,tt0077045,tt0260615,tt0054518"
"tt0611648","9","nm0237157","actor","","[""Angry Policeman""]","Mark Draper","","","actor","tt0165593,tt0092379,tt0083392,tt0287210"
"tt0611648","10","nm0011360","actor","","[""Incontinent Policeman""]","Simon Adams","1962","1991","actor","tt0086993,tt0100330,tt0395116,tt0324233"
"tt0611649","1","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","actor,producer,archive_footage","tt0092379,tt0103939,tt0076788,tt0078351"
"tt0611649","2","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","actor,soundtrack,archive_footage","tt0092379,tt0874608,tt0116209,tt0178159"
"tt0611649","3","nm0603073","actress","","[""Ruth Rawlinson""]","Angela Morant","1941","","actress,archive_footage","tt0280778,tt0088471,tt0099250,tt0053494"
"tt0611649","4","nm0635712","actor","","[""Lionel Pawlen""]","John Normington","1937","2007","actor,archive_footage","tt0073631,tt0089838,tt0783233,tt0063880"
"tt0611649","5","nm0640129","actor","","[""Harry Josephs""]","Maurice O'Connell","1941","","actor,archive_footage","tt0093771,tt0085111,tt0163476,tt0085384"
"tt0611649","6","nm0132607","actress","","[""Mrs. Rawlinson""]","Judy Campbell","1916","2004","actress,writer,archive_footage","tt0497612,tt0033108,tt0038577,tt0033016"
"tt0611649","7","nm0394588","actor","","[""Doctor Starkie""]","Michael Hordern","1911","1995","actor,music_department,soundtrack","tt0044008,tt0072684,tt0056937,tt0075232"
"tt0611649","8","nm0940885","actor","","[""Max""]","Peter Woodthorpe","1931","2004","actor,archive_footage","tt0077869,tt0110428,tt0060177,tt1618462"
"tt0611649","9","nm0428949","actor","","[""Chief Superintendent Bell""]","Norman Jones","1932","2013","actor,archive_footage,archive_sound","tt0062512,tt0066740,tt0416361,tt0056751"
"tt0611649","10","nm0341691","actor","","[""Paul Morris""]","James Griffiths","","","actor","tt1127764,tt0420428,tt0278167,tt0165593"
"tt0611650","1","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","actor,producer,archive_footage","tt0092379,tt0103939,tt0076788,tt0078351"
"tt0611650","2","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","actor,soundtrack,archive_footage","tt0092379,tt0874608,tt0116209,tt0178159"
"tt0611650","3","nm0515987","actress","","[""Brenda Brooks""]","Gabrielle Lloyd","","","actress","tt0079240,tt0162661,tt0094430,tt0222555"
"tt0611650","4","nm0517642","actress","","[""Julia Stevens""]","Phyllis Logan","1956","","actress,soundtrack,archive_footage","tt0117589,tt0036606,tt6398184,tt1606375"
"tt0611650","5","nm0113095","actor","","[""Dr. Felix McClure""]","Bernard Brown","1933","","actor,archive_footage","tt0224833,tt3982966,tt0054518,tt1646041"
"tt0611650","6","nm0414206","actor","","[""Michael Mansell""]","Jasper Jacob","1958","","actor","tt1032755,tt0072328,tt1007029,tt0284837"
"tt0611650","7","nm0926368","actor","","[""Brownlee""]","Benjamin Whitrow","1937","2017","actor,soundtrack,archive_footage","tt0120630,tt0112130,tt0120053,tt0475380"
"tt0611650","8","nm0371304","actor","","[""Ted Brooks""]","Tony Haygarth","1945","2017","actor,soundtrack,archive_footage","tt0120630,tt0079073,tt0077025,tt0084157"
"tt0611650","9","nm1469260","actor","","[""Kevin Costyn""]","Shane Hickmott","1975","","actor","tt0108717,tt0092379,tt0096555,tt0084987"
"tt0611650","10","nm0391600","actress","","[""Dr. Laura Hobson""]","Clare Holman","1964","","actress,director,writer","tt0450259,tt0102288,tt0900387,tt0874608"
"tt0611651","1","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","actor,producer,archive_footage","tt0092379,tt0103939,tt0076788,tt0078351"
"tt0611651","2","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","actor,soundtrack,archive_footage","tt0092379,tt0874608,tt0116209,tt0178159"
"tt0611651","3","nm0020717","actor","","[""John Peter Barrie""]","Keith Allen","1953","","actor,director,writer","tt0230600,tt0274309,tt4649466,tt0083402"
"tt0611651","4","nm0910040","actress","","[""Dr. Esther Martin""]","Harriet Walter","1950","","actress,producer,soundtrack","tt0114388,tt0962736,tt4244994,tt2488496"
"tt0611651","5","nm0640147","actor","","[""Jack Vaizey""]","Patrick O'Connell","1934","2017","actor,archive_footage","tt0068054,tt3982966,tt0065593,tt0159873"
"tt0611651","6","nm0402345","actor","","[""Young Porter""]","Anthony Hunt","","","actor","tt0088512,tt0053494,tt0281494,tt0092379"
"tt0611651","7","nm0570247","actor","","[""Clough""]","Lloyd McGuire","1947","","actor,archive_footage","tt0368486,tt0056751,tt0284837,tt0072572"
"tt0611651","8","nm0088069","actor","","[""Desk Sergeant""]","John Bleasdale","1946","2003","actor","tt0056751,tt0092379,tt0346222,tt0120514"
"tt0611651","9","nm0068036","actor","","[""PC Pringle""]","Aran Bell","1961","","actor","tt0095954,tt1015572,tt0088512,tt0147760"
"tt0611651","10","nm0334262","actor","","[""PC Cobbs""]","Richard Graham","1960","","actor,director,archive_footage","tt0383694,tt0120338,tt1213663,tt0086993"
"tt0611652","1","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","actor,producer,archive_footage","tt0092379,tt0103939,tt0076788,tt0078351"
"tt0611652","2","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","actor,soundtrack,archive_footage","tt0092379,tt0874608,tt0116209,tt0178159"
"tt0611652","3","nm0428121","actress","","[""Anne Staveley""]","Gemma Jones","1942","","actress,soundtrack,archive_footage","tt0114388,tt1473832,tt1182350,tt2066051"
"tt0611652","4","nm0873743","actor","","[""George Jackson""]","Patrick Troughton","1920","1987","actor,soundtrack,archive_footage","tt0075005,tt0057197,tt0056347,tt0067713"
"tt0611652","5","nm0491190","actor","","[""Tony Richards""]","James Laurenson","1940","2024","actor,writer,soundtrack","tt0159157,tt1563738,tt0362192,tt0222555"
"tt0611652","6","nm0940885","actor","","[""Max""]","Peter Woodthorpe","1931","2004","actor,archive_footage","tt0077869,tt0110428,tt0060177,tt1618462"
"tt0611652","7","nm0428949","actor","","[""Chief Inspector Bell""]","Norman Jones","1932","2013","actor,archive_footage,archive_sound","tt0062512,tt0066740,tt0416361,tt0056751"
"tt0611652","8","nm0500293","actor","","[""Ned Murdoch""]","Spencer Leigh","","","actor,producer,director","tt0975645,tt0099634,tt0252156,tt0096123"
"tt0611652","9","nm0483070","actress","","[""Adele Richards""]","Annie Lambert","1946","","actress,archive_footage","tt0056751,tt0118401,tt10667296,tt0072564"
"tt0611652","10","nm0243983","actor","","[""Alan Richards""]","Richard Durden","1944","","actor","tt1179034,tt0366627,tt0096895,tt2527338"
"tt0611653","1","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","actor,producer,archive_footage","tt0092379,tt0103939,tt0076788,tt0078351"
"tt0611653","2","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","actor,soundtrack,archive_footage","tt0092379,tt0874608,tt0116209,tt0178159"
"tt0611653","3","nm0457655","actor","","[""Russell Clark""]","Michael Kitchen","1948","","actor,producer,archive_footage","tt0089755,tt0113189,tt0143145,tt1655420"
"tt0611653","4","nm0402757","actor","","[""Andreas Heller""]","Christopher Hunter","","","actor","tt0227984,tt0093512,tt0115355,tt0241383"
"tt0611653","5","nm0402757","actor","","[""Louis Picard""]","Christopher Hunter","","","actor","tt0227984,tt0093512,tt0115355,tt0241383"
"tt0611653","6","nm0329137","actress","","[""May Lawrence""]","Julia Goodman","1951","","actress,archive_footage","tt0068054,tt0053494,tt0069311,tt0103143"
"tt0611653","7","nm0363898","actress","","[""Patti Wilcox""]","Kate Harper","","","actress","tt0096895,tt0119115,tt0088626,tt6846664"
"tt0611653","8","nm0053384","actress","","[""Nicole Burgess""]","Frances Barber","1958","","actress,soundtrack,archive_footage","tt0380389,tt0473360,tt7606636,tt3168230"
"tt0611653","9","nm0746465","actor","","[""Alistair Haines""]","Alan Rowe","1926","2000","actor,archive_footage","tt0087743,tt4666222,tt0284178,tt0090499"
"tt0611653","10","nm0811355","actress","","[""Maureen Dyson""]","Jane Snowden","1965","","actress","tt0135738,tt0087300,tt0092379,tt1531715"
"tt0611653","11","nm0920993","actress","","[""Judith Haines""]","Jane Wenham","1927","2018","actress","tt0047563,tt0047119,tt0989125,tt1618463"
"tt0611654","1","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","actor,producer,archive_footage","tt0092379,tt0103939,tt0076788,tt0078351"
"tt0611654","2","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","actor,soundtrack,archive_footage","tt0092379,tt0874608,tt0116209,tt0178159"
"tt0611654","3","nm0658244","actor","","[""Matthew Copley-Barnes""]","Geoffrey Palmer","1927","2020","actor,soundtrack,archive_footage","tt0120347,tt0838232,tt0110428,tt0119280"
"tt0611654","4","nm0623597","actor","","[""Dr. Julian Dear""]","David Neal","1932","2000","actor,archive_footage","tt0078346,tt0080745,tt0065922,tt0404615"
