"tconst","ordering","nconst","category","job","characters","primaryName","birthYear","deathYear","primaryProfession","knownForTitles","castType"
"tt0611648","1","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","acting","","regular"
"tt0611648","2","nm0940885","actor","","[""Dr. Max DeBryn""]","Peter Woodthorpe","1931","2004","acting","","regular"
"tt0611648","3","nm0343942","actor","","[""Chief Superintendent Strange""]","James Grout","1927","2012","acting","","regular"
"tt0611648","6","nm0071925","actress","","[""Val Lewis""]","Maureen Bennett","","","acting","","regular"
"tt0611648","523","nm0446844","actor","","[""Walter Majors""]","Sam Kelly","1943","2014","acting","","guest"
"tt0611648","550","nm0171829","actor","","[""DCI Patrick Dawson""]","Kenneth Colley","1937","2025","acting","","guest"
"tt0611648","578","nm0068029","actress","","[""Catherine Dawson""]","Ann Bell","1938","","acting","","guest"
"tt0611648","603","nm0203882","actor","","[""Frederick Redpath""]","Oliver Ford Davies","1939","","acting","","guest"
"tt0611648","624","nm0382410","actress","","[""Mrs. Mitchell""]","Pat Heywood","1931","2024","acting","","guest"
"tt0611648","637","nm0001172","actor","","[""Terrence Mitchell""]","Christopher Eccleston","1964","","acting","","guest"
"tt0611648","667","nm0657134","actor","","[""Doctor""]","Shahnaz Pakravan","","","acting","","guest"
"tt0611648","683","nm0481966","actress","","[""Mrs. Keelan""]","Jenny Laird","1912","2001","acting","","guest"
"tt0611648","694","nm0167549","actor","","[""Street Preacher""]","Simon Coady","","","acting","","guest"
"tt0611648","743","nm0830553","actress","","[""French Woman""]","Pamela Stirling","1920","2013","acting","","guest"
"tt0611640","0","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","acting","","regular"
"tt0611640","1","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","acting","","regular"
"tt0611640","2","nm0940885","actor","","[""Dr. Max DeBryn""]","Peter Woodthorpe","1931","2004","acting","","regular"
"tt0611640","3","nm0343942","actor","","[""Chief Superintendent Strange""]","James Grout","1927","2012","acting","","regular"
"tt0611640","6","nm0071925","actress","","[""Val Lewis""]","Maureen Bennett","","","acting","","regular"
"tt0611640","524","nm0354078","actor","","[""Freddie Galt""]","Kenneth Haigh","1931","2018","acting","","guest"
"tt0611640","551","nm0609859","actress","","[""Nun""]","Peggy Mount","1916","2001","acting","","guest"
"tt0611640","579","nm0910738","actress","","[""Emma Pickford""]","Zoë Wanamaker","1949","","acting","","guest"
"tt0611640","604","nm0642239","actress","","[""Hilary Dobson""]","Maggie O'Neill","1962","","acting","","guest"
"tt0611640","638","nm0903637","actress","","[""Irene Saunders""]","Tilly Vosburgh","1960","","acting","","guest"
"tt0611640","668","nm0219062","actor","","[""Lance Mandeville""]","Maurice Denham","1909","2002","acting","","guest"
"tt0611640","684","nm0648936","actor","","[""Doctor""]","Ben Onwukwe","1957","","acting","","guest"
"tt0611640","778","nm0919687","actress","","[""Judy""]","Josephine Welcome","1949","","acting","","guest"
"tt0611665","0","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","acting","","regular"
"tt0611665","1","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","acting","","regular"
"tt0611665","2","nm0940885","actor","","[""Dr. Max DeBryn""]","Peter Woodthorpe","1931","2004","acting","","regular"
"tt0611665","3","nm0343942","actor","","[""Chief Superintendent Strange""]","James Grout","1927","2012","acting","","regular"
"tt0611665","6","nm0071925","actress","","[""Val Lewis""]","Maureen Bennett","","","acting","","regular"
"tt0611665","527","nm0039319","actor","","[""George Drummond""]","Dicken Ashworth","1946","","acting","","guest"
"tt0611665","554","nm0516784","actor","","[""Freddie Mortimer""]","Philip Locke","1928","2004","acting","","guest"
"tt0611665","582","nm0416524","actress","","[""Helen Field""]","Geraldine James","1950","","acting","","guest"
"tt0611665","607","nm0145284","actor","","[""Tony Doyle""]","John Castle","1940","","acting","","guest"
"tt0611665","626","nm0167403","actor","","[""Roger McMill""]","Jeremy Clyde","1941","","acting","","guest"
"tt0611665","640","nm0184863","actress","","[""Jane Marriot""]","Nicola Cowper","1967","","acting","","guest"
"tt0611665","653","nm0428086","actor","","[""Harry Field Senior""]","Freddie Jones","1927","2019","acting","","guest"
"tt0611665","670","nm0681975","actor","","[""Ian Matthews""]","Ronald Pickup","1940","2021","acting","","guest"
"tt0611665","691","nm0665811","actress","","[""Eirl's Secretary""]","Anna Patrick","","","acting","","guest"
"tt0611665","701","nm0897493","actor","","[""Paul Eirl""]","Vania Vilers","1938","2009","acting","","guest"
"tt0611665","706","nm0125861","actor","","[""Harry Field""]","Trevor Byfield","1943","2017","acting","","guest"
"tt0611642","0","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","acting","","regular"
"tt0611642","1","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","acting","","regular"
"tt0611642","2","nm0940885","actor","","[""Dr. Max DeBryn""]","Peter Woodthorpe","1931","2004","acting","","regular"
"tt0611642","3","nm0343942","actor","","[""Chief Superintendent Strange""]","James Grout","1927","2012","acting","","regular"
"tt0611642","6","nm0071925","actress","","[""Val Lewis""]","Maureen Bennett","","","acting","","regular"
"tt0611642","525","nm0789054","actor","","[""First Angler""]","Ian Sharp","","","directing","","guest"
"tt0611642","552","nm0915427","actress","","[""Mrs Papas""]","Eileen Way","1911","1994","acting","","guest"
"tt0611642","580","nm0001538","actor","","[""Student""]","Jonny Lee Miller","1972","","acting","","guest"
"tt0611642","605","nm0038719","actress","","[""Laura""]","Carole Ashby","1955","","acting","","guest"
"tt0611642","625","nm0371951","actor","","[""Digby Tuckerman""]","James Hazeldine","1947","2002","acting","","guest"
"tt0611642","639","nm0269077","actor","","[""Basilios Vasilakis""]","James Faulkner","1948","","acting","","guest"
"tt0611642","652","nm0669363","actor","","[""Jerome Hogg""]","Richard Pearson","1918","2011","acting","","guest"
"tt0611642","669","nm0419089","actor","","[""Randall Rees""]","Martin Jarvis","1941","","acting","","guest"
"tt0611642","695","nm0367567","actress","","[""Friday Rees""]","Jan Harvey","1947","","acting","","guest"
"tt0611642","702","nm0545331","actress","","[""Susie Tuckerman""]","Rosalind March","","","acting","","guest"
"tt0611647","0","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","acting","","regular"
"tt0611647","1","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","acting","","regular"
"tt0611647","2","nm0940885","actor","","[""Dr. Max DeBryn""]","Peter Woodthorpe","1931","2004","acting","","regular"
"tt0611647","3","nm0343942","actor","","[""Chief Superintendent Strange""]","James Grout","1927","2012","acting","","regular"
"tt0611647","6","nm0071925","actress","","[""Val Lewis""]","Maureen Bennett","","","acting","","regular"
"tt0611647","526","nm0852965","actor","","[""Dave Harding""]","Noah Taylor","1969","","acting","","guest"
"tt0611647","553","nm0681041","actor","","[""DI Glenn McAllister""]","Max Phipps","1939","2000","acting","","guest"
"tt0611647","581","nm0277556","actress","","[""Anne Harding""]","Rhondda Findleton","","","acting","","guest"
"tt0611647","606","nm0642126","actor","","[""Paul Matthews""]","Con O'Neill","1966","","acting","","guest"
"tt0611647","748","nm0030985","actor","","[""Newspaper Editor""]","Philip Anthony","1929","2020","acting","","guest"
"tt0611647","759","nm0418877","actor","","[""Sergeant Scott Humphries""]","John Jarratt","1951","","acting","","guest"
"tt0611635","0","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","acting","","regular"
"tt0611635","1","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","acting","","regular"
"tt0611635","2","nm0940885","actor","","[""Dr. Max DeBryn""]","Peter Woodthorpe","1931","2004","acting","","regular"
"tt0611635","3","nm0343942","actor","","[""Chief Superintendent Strange""]","James Grout","1927","2012","acting","","regular"
"tt0611635","507","nm0444098","actor","","[""Murray Stone""]","Dominic Keating","1962","","acting","","guest"
"tt0611635","533","nm0354069","actor","","[""Peter Rhodes""]","David Haig","1955","","acting","","guest"
"tt0611635","561","nm0094039","actress","","[""Helen Marriat""]","Samantha Bond","1961","","acting","","guest"
"tt0611635","588","nm0664390","actor","","[""William Bryce-Morgan""]","Richard Pasco","1926","2014","acting","","guest"
"tt0611635","613","nm0001160","actor","","[""John Marriat""]","Adrian Dunbar","1958","","acting","","guest"
"tt0611635","643","nm0202945","actress","","[""Susan Fallon""]","Joanna David","1947","","acting","","guest"
"tt0611643","0","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","acting","","regular"
"tt0611643","1","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","acting","","regular"
"tt0611643","2","nm0940885","actor","","[""Dr. Max DeBryn""]","Peter Woodthorpe","1931","2004","acting","","regular"
"tt0611643","3","nm0343942","actor","","[""Chief Superintendent Strange""]","James Grout","1927","2012","acting","","regular"
"tt0611643","509","nm0810058","actress","","[""Lorraine""]","Sukie Smith","1964","","acting","","guest"
"tt0611643","535","nm0170976","actress","","[""Jessica White""]","Charlotte Coleman","1968","2001","acting","","guest"
"tt0611643","563","nm0001291","actor","","[""Billy""]","Rupert Graves","1963","","acting","","guest"
"tt0611643","589","nm0712738","actor","","[""Alfred Rydale""]","Andrew Ray","1939","2003","acting","","guest"
"tt0611643","614","nm0167340","actor","","[""James Balcombe""]","Martin Clunes","1961","","acting","","guest"
"tt0611643","644","nm0852438","actress","","[""Margaret Cliff""]","Gwen Taylor","1939","","acting","","guest"
"tt0611643","658","nm0035605","actor","","[""Superintendent Holdsby""]","Alun Armstrong","1946","","acting","","guest"
"tt0611643","674","nm0636497","actor","","[""Professor Joshua Masterson""]","Ralph Nossek","1923","2011","acting","","guest"
"tt0611643","688","nm0286044","actor","","[""Chas""]","Jamie Foreman","1958","","acting","","guest"
"tt0611643","698","nm0557281","actress","","[""Lady Emily Balcombe""]","Anna Massey","1937","2011","acting","","guest"
"tt0611643","760","nm0185329","actor","","[""Harry Balcombe""]","Jonathan Coy","1953","","acting","","guest"
"tt0611653","0","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","acting","","regular"
"tt0611653","1","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","acting","","regular"
"tt0611653","2","nm0940885","actor","","[""Dr. Max DeBryn""]","Peter Woodthorpe","1931","2004","acting","","regular"
"tt0611653","3","nm0343942","actor","","[""Chief Superintendent Strange""]","James Grout","1927","2012","acting","","regular"
"tt0611653","508","nm0090050","actor","","[""Kenneth Lawrence""]","Peter Blythe","1934","2004","acting","","guest"
"tt0611653","534","nm0053384","actress","","[""Nicole Burgess""]","Frances Barber","1958","","acting","","guest"
"tt0611653","562","nm0457655","actor","","[""Russell Clark""]","Michael Kitchen","1948","","acting","","guest"
"tt0611653","745","nm0402757","actor","","[""Andreas Heller""]","Christopher Hunter","","","acting","","guest"
"tt0611653","761","nt1566127","actress","","[""May Lawrence""]","Julia Goodman","","","acting","","guest"
"tt0611653","762","nm0363898","actress","","[""Patti Wilcox""]","Kate Harper","","","acting","","guest"
"tt0611633","0","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","acting","","regular"
"tt0611633","1","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","acting","","regular"
"tt0611633","2","nm0940885","actor","","[""Dr. Max DeBryn""]","Peter Woodthorpe","1931","2004","acting","","regular"
"tt0611633","3","nm0343942","actor","","[""Chief Superintendent Strange""]","James Grout","1927","2012","acting","","regular"
"tt0611633","510","nm0358180","actress","","[""Emma Cryer""]","Suzanna Hamilton","1960","","acting","","guest"
"tt0611633","536","nm0700059","actor","","[""Geoff Harris - Prison Officer""]","Robert Pugh","1948","","acting","","guest"
"tt0611633","590","nm0205289","actor","","[""Roland Sherman""]","Phil Davis","1953","","acting","","guest"
"tt0611633","615","nm0000980","actor","","[""Charlie Bennett""]","Jim Broadbent","1949","","acting","","guest"
"tt0611633","630","nm0355411","actress","","[""Laura - Secretary""]","Cheryl Hall","1950","","acting","","guest"
"tt0611633","645","nm0000293","actor","","[""Alex Bailey""]","Sean Bean","1959","","acting","","guest"
"tt0611633","659","nm0041405","actor","","[""Pathologist""]","James Aubrey","1947","2010","acting","","guest"
"tt0611633","675","nm0278746","actor","","[""Peter Thornton""]","Jonathan Firth","1967","","acting","","guest"
"tt0611633","689","nm0934014","actor","","[""Brian Thornton""]","Richard Wilson","1936","","acting","","guest"
"tt0611633","699","nm0516999","actor","","[""College Chaplain""]","Preston Lockwood","1912","1996","acting","","guest"
"tt0611633","704","nm0533599","actor","","[""DS Cheetham""]","Steven Mackintosh","1967","","acting","","guest"
"tt0611633","707","nm0703438","actress","","[""Hilary Stephens""]","Diana Quick","1946","","acting","","guest"
"tt0611633","709","nm0426855","actress","","[""Mrs. Bailey""]","Sue Johnston","1943","","acting","","guest"
"tt0611633","712","nm0824364","actor","","[""Lawrence Cryer""]","Tony Steedman","1927","2001","acting","","guest"
"tt0611634","0","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","acting","","regular"
"tt0611634","1","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","acting","","regular"
"tt0611634","2","nm0940885","actor","","[""Dr. Max DeBryn""]","Peter Woodthorpe","1931","2004","acting","","regular"
"tt0611634","3","nm0343942","actor","","[""Chief Superintendent Strange""]","James Grout","1927","2012","acting","","regular"
"tt0611634","537","nm0151250","actress","","[""Sally Smith""]","Anna Chancellor","1965","","acting","","guest"
"tt0611634","564","nm0071290","actor","","[""Professor Furlong""]","Christopher Benjamin","1934","2025","acting","","guest"
"tt0611634","591","nm0005042","actor","","[""Dr. Desmond Collier""]","Jason Isaacs","1963","","acting","","guest"
"tt0611634","616","nm0086262","actress","","[""Janey Wilson""]","Isla Blair","1944","","acting","","guest"
"tt0611634","646","nm0907981","actress","","[""Vicky Wilson""]","Liza Walker","","","acting","","guest"
"tt0611634","660","nm0193663","actress","","[""Joyce Garrett""]","Sorcha Cusack","1949","","acting","","guest"
"tt0611634","676","nm0154195","actress","","[""Marilyn Garrett""]","Charlotte Chatton","1975","","acting","","guest"
"tt0611634","772","nm0432729","actor","","[""Chief Inspector Holroyd""]","John Junkin","1930","2006","acting","","guest"
"tt0611634","781","nm0408862","actress","","[""Annie Lever""]","Doreen Ingleton","1956","","acting","","guest"
"tt0611636","0","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","acting","","regular"
